translated_content,sentiment
"ENG: If you know how to properly overclock it you can run at 5ghz with air colled I got 40 on idle and 49 on heavy loads. Does it be better than 12th gene? For now yes, but why? Only because the 12th does a lot more heat and energy consumption and it's not stable for the moment. FR: Good news you can overclock at 5ghz manually and probably more.At this speed I have 40 degrees in idle and 49 in loads. Do you know better than I9-12900k? Yes because the 12th gene is not yet stable.",positive
The is good. Just to mention to check the product box and product is not old and use.First time I got an old product so i replaced it...second time it was fine.no problem..but I got an offer at store. It is also written that it is made in China.,positive
"Absolutely nothing bad to say about the i5-12500! It bridges the gap between features and performance of Intel's higher than CPU's, which run hot and are legally expensive, and budget entries that are likely to become out-of-date in just a few years. Very happy with the overall performance of this unit, especially alongside and Nvidia 3080ti GPU for gambling, streaming, encoding, and video editing! Runs cool and fast with good benchmarks. Definitely an ideal choice for a budget-conscious, high-end DDR4 gaming system while waiting for DDR5 to hit better price-to-performance ratios. Highly recommended!",positive
Used for the exclusive use of internet browsing and multimedia file manipulation. Do your job. Not tested with games.,neutral
I've been given more expensive CPUs - up to AMD Ryzen 9 and Intel 13900K. In most cases these were overkill and ran with high watchings! Most of the work I was doing everything to GPU so cheaply CPU was a waste. I've been downgraded to this CPU in my main desktop. It's great for productivity work as well. I have it pared with a RTX 4000 series card and haven't noticed a significant drop into frame which is still bleeding. (maybe 1-5 FPS),positive
Of the best processors price quality,positive
"Since 4coa4slides became 4coa8slides from 4coa4s, grabo is GTX1650.",neutral
"PRODUCT AND ROUTES OF WORK AND CONNECT AFTER MOTHERBOARD, MY FULLY MONEY AND AMAZON POLICY IS VERY BETWEEN AFTER PARCHESH AND REGION AND NOT REFUND, AND NOT IN THE TIME AND AMAZON OF VERY BAD EXPIRINCE",negative
"I used i7 4770K, but I used to update it.",neutral
Just installed this in my new building and I have to say it is AMAZING! My one warning to anyone inexperienced with the new CPUs is being prepared for the heat. After a lot of work I was finally able to get this down to an average of 30 - 40 degrees Fahrenheit during light loads. When under a heavy load search as Cyberpunk at max everything at 4k. I get about 70 - 79 degrees Fahrenheit. This beast is HOT! but extremely incredible in its performance.,positive
"I used this to build a PC for my wife. The performance on this CPU (depending on supporting hardware) matches or above many CPUs available at both similar and high price points. If you are really going for a budget build, it is hard to beat this below $100. I build her system with 16GB of DDR4 3600 ram, and an RX 6600 for the GPU, and she has no problem running anything else gambling or productivity. I don't recommend going as hard as you can on the motherboard, if you get this though. The performance on this can be great but you have to get supporting hardware to maximize it.",positive
"Prison for an ESXi Casalingo, in addition to expectations, it's impossible to satisfy!!! It comes with a custom dissipator and thermal pasta that I was thinking to change but for piggy I tried (even if I had many doubts it didn't take away everything right away) and the CPU does not exceed 30°C!",negative
This Processor is so good with nice packaging you should buy it,positive
"I'm not a gamer, I edit and create videos. I paired this CPU with an ASUS Prime B560M_A motherboard. I'm using the cooling of that came with it. So no problems with any excess heat. It does get 111f or 44c at the highest charge so far. Very fast and nice budget built! Ken S.",positive
I waited too long to switch to the FPS. This chip is amazing. I missed you. The PC's promise is worth 50 cents. I argued hard between just building a 2700x versus the hard MB/CPU to Intel. But Amd had never touched me. My 2700x was able to tell what was bottlenecking me. The 3700x didn't promise it would help.,positive
to local size you will find it around 27k,neutral
Find Work,neutral
"Since installing this pcu I have been sturgling with system stability. Not painted the wrong down yet, so it may be a false cpu. It could be another device causing the issue of “watchdog code errors” Update The problem was my graphics card, for some reason it needed to move to a different slot, the system is now stable. I also configured the cooling fans to provide better air flow. This cpu can run very hot when over clocking, although no over clocking benchmark tests still rates this pcu very high.",negative
